RKY,DOA,TOA,LOCAT,TYPE,ACTION,NUV,NOI,PED,BIKE,MC,MOPED,TRAIN,TRUCK,BUS,ObjectId
B9-111066,1574726400000,2035,"HOMESTEAD EXP,ROSA PARKS WAY to W O",NON-INJ,OTHER,2,0,NO,NO,NO,NO,NO,YES,NO,7617
B9-111122,1574812800000,9999,"NW 12,W ADAMS to W CORNHUSKER",NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,7618
B9-111144,1574812800000,550,"N 14,INDIGO RD to HILLTOP",NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,YES,NO,7619
B9-111159,1574812800000,750,6020 COLFAX at -,NON-INJ H&R,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,7620
B9-111163,1574812800000,808,NEBR HWY at PINE LAKE,NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,7621
B9-111164,1574812800000,823,"W VAN DORN,PARK BLVD to HOMESTEAD EXP",NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,7622
B9-111165,1574812800000,818,S 27 at NEBR HWY,NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,7623
B9-111168,1574812800000,809,"NEBR HWY,PINE LAKE to EIGER DR",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,7624
B9-111189,1574812800000,1015,"SUPERIOR,N 24 to N 26",INJURY,RIGHT ANGLE,2,1,NO,NO,NO,NO,NO,YES,NO,7625
B9-111195,1574812800000,1140,"O,84 to RUSSWOOD PKWY",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,7626
B9-111208,1574812800000,1220,"SAN MATEO,S 40 to S 41",NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,7627
B9-111210,1574812800000,1227,N 84 at HAVELOCK,INJURY,RIGHT ANGLE,2,1,NO,NO,NO,NO,NO,YES,NO,7628
B9-111216,1577404800000,1130,", to",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,7629
B9-111226,1574812800000,1300,"A,S 40 to S 44",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,7630
B9-111242,1574812800000,1355,S 27 & S 28 at RANDOLPH & J,NON-INJ H&R,BACKING,2,0,NO,NO,NO,NO,NO,NO,NO,7631
B9-111243,1574812800000,1355,S 16 at K,INJURY,RIGHT ANGLE,2,1,NO,NO,NO,NO,NO,NO,NO,7632
B9-111250,1574812800000,1413,"OLD CHENEY,NEBR HWY to S 58",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,7633
B9-111253,1574812800000,1425,S 40 at NORMAL,NON-INJ H&R,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,7634
B9-111282,1574812800000,9999,"NEBR HWY,S 27 to PIONEERS",NON-INJ,SIDE SWIPE,3,0,NO,NO,NO,NO,NO,YES,NO,7635
B9-111313,1574812800000,1756,"OLD CHENEY,S 41 to S 40",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,NO,NO,7636
B9-111340,1574812800000,9999,"PIONEERS,S 56 to S 58",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,7637
B9-111354,1574812800000,2034,"S 13,K to L",NON-INJ,BACKING,2,0,NO,NO,NO,NO,NO,NO,NO,7638
B9-111373,1574812800000,2138,"W O,1 to SUN VALLEY",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,7639
B9-111408,1574812800000,9999,"GARFIELD,S 17 to S 19",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,7640
B9-111409,1574812800000,9999,"GARFIELD,S 17 to S 19",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,7641
B9-111410,1574812800000,2356,"GARFIELD,S 13 to S 14",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,7642
B9-111411,1574812800000,9999,"SUMNER,S 15 to S 16",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,7643
B9-111443,1574899200000,751,ANTELOPE VALLEY at O,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,7644
B9-111459,1574899200000,1029,"N 84,WINDMILL DR to LEIGHTON",INJURY H&R,REAR END,3,4,NO,NO,NO,NO,NO,NO,NO,7645
B9-111476,1574899200000,1225,S 54 at SPRUCE,INJURY,RIGHT ANGLE,2,1,NO,NO,NO,NO,NO,NO,NO,7646
B9-111487,1574899200000,1253,"NORMAN CR,DEAD END to S 27",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,7647
B9-111491,1574899200000,9999,"SKYWAY,BROADVIEW to MESA",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,7648
B9-111499,1574899200000,1527,S 48 at A,NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,7649
B9-111519,1574899200000,1745,"NEBR HWY,S 66 to S 70",INJURY,REAR END,3,2,NO,NO,NO,NO,NO,YES,NO,7650
B9-111529,1574899200000,1825,"N 10,CHARLESTON to BRIDGE END",NON-INJ,OTHER,2,0,NO,NO,NO,NO,NO,YES,NO,7651
B9-107074,1573689600000,622,"A,S 40 to S 44",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,NO,NO,7652
B9-106417,1573430400000,1625,"O,56 to COTNER",NON-INJ H&R,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,7653
B9-109274,1574208000000,2025,"S 48,CLAIRE to WOODLAND",NON-INJ H&R,REAR END,2,1,NO,NO,NO,NO,NO,NO,NO,7654
B9-108539,,1600,S 48 at SOUTH,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,7655
B9-110051,1574467200000,9999,"R,N 30 to N 31",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,7656
B9-107540,1573776000000,1450,"SOUTH,S 55 to S 56",NON-INJ,,2,0,NO,NO,NO,NO,NO,NO,NO,7657
B9-109277,1574208000000,2040,O at ANTHONY,NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,7658
B9-109284,1574208000000,2104,VINE at N ANTELOPE VALL,INJURY,TURNING,2,1,NO,NO,NO,NO,NO,NO,NO,7659
B9-107563,1573776000000,1550,EVERETT at BRIGHTON,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,7660
B9-109288,1574208000000,2114,12 at O,INJURY,REAR END,2,1,NO,NO,NO,NO,NO,NO,NO,7661
B9-107569,1573776000000,1606,"ADAMS,N 70 to N 72",NON-INJ,REAR END,3,0,NO,NO,NO,NO,NO,YES,NO,7662
B9-109290,1574208000000,2122,J at CAPITOL PKWY,INJURY,OTHER,1,1,YES,NO,NO,NO,NO,NO,NO,7663
B9-106436,1573430400000,1742,"N 66,MARCIA to VINE",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,7664
B9-107570,1573776000000,1610,"R,N 48 to N 50",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,7665
B9-109296,1574208000000,2141,S 84 at NEBR HWY,INJURY,TURNING,2,2,NO,NO,NO,NO,NO,NO,NO,7666
B9-110066,1574467200000,9999,2930 S 37 at SE HIGH SCHOOL,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,7667
B9-108547,1574035200000,1620,"SOUTH,S 48 to S 49",NON-INJ,BACKING,2,0,NO,NO,NO,NO,NO,YES,NO,7668
B9-111540,1574899200000,1921,"SALT CREEK RDWY,N ANTELOPE VALL to N 21",INJURY,OTHER,6,2,NO,NO,NO,NO,NO,NO,NO,7669
B9-106457,1573430400000,1904,"S 84,A to S HAZELWOOD",NON-INJ,,2,0,NO,NO,NO,NO,NO,NO,NO,7670
B9-107580,1573776000000,1618,50 at O,INJURY,TURNING,2,1,NO,NO,NO,NO,NO,NO,NO,7671
B9-109323,1574294400000,7,N 10 at P,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,7672
B9-107076,1573603200000,0,"B,S 10 to S 11",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,7673
B9-110083,1574467200000,1318,"CORNHUSKER,N 44 to N 48",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,7674
B9-108557,1574035200000,1655,"HAVELOCK,N 60 to TOUZALIN",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,7675
B9-111542,1574899200000,1935,S 70 at YANKEE WOODS DR,INJURY,RIGHT ANGLE,2,2,NO,NO,NO,NO,NO,YES,NO,7676
B9-106485,1573430400000,2200,"NEBR HWY,S 48 to S 56",INJURY H&R,DRIVEWAY,2,1,NO,NO,NO,NO,NO,NO,NO,7677
B9-107602,1573776000000,1727,"S 70,HOLMES SOUTH SHR to PIONEER WOODS DR",NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,7678
B9-109345,1574294400000,9999,S 33 at SHERIDAN,NON-INJ H&R,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,7679
B9-107077,1573689600000,645,S 56 at YANKEE HILL,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,7680
B9-110087,1574467200000,1130,70 at O,NON-INJ H&R,RIGHT ANGLE,1,1,NO,YES,NO,NO,NO,NO,NO,7681
B9-108570,1574035200000,1733,"S 8,D to E",INJURY H&R,OTHER,2,1,YES,NO,NO,NO,NO,NO,NO,7682
B9-111551,1574899200000,2008,"O,3 (OVERPASS) to 9",INJURY,OTHER,13,1,NO,NO,NO,NO,NO,YES,NO,7683
B9-106492,1573430400000,2240,"HOMESTEAD EXP,W VAN DORN to PIONEERS",NON-INJ,OTHER,1,0,NO,NO,NO,NO,NO,NO,NO,7684
B9-107606,1573776000000,1735,"N 48,BENTON to FREMONT",INJURY,REAR END,4,1,NO,NO,NO,NO,NO,NO,NO,7685
B9-109370,1574294400000,729,"NEBR HWY,OLD CHENEY to S 56",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,7686
B9-107079,1573689600000,650,"HOLDREGE,N 70 to N 71",NON-INJ,DRIVEWAY,2,0,NO,NO,NO,NO,NO,NO,NO,7687
B9-110096,1574467200000,1345,"FAIRFIELD,HARTLEY to N 20",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,7688
B9-110110,1574467200000,1450,"OLD CHENEY,S 31 to S 34",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,7689
B9-110111,1574380800000,9999,"N 24,R to S",NON-INJ H&R,PARKED,3,0,NO,NO,NO,NO,NO,NO,NO,7690
B9-110140,1574467200000,1635,"N 70,DUDLEY to STARR",INJURY,REAR END,2,2,NO,NO,NO,NO,NO,NO,NO,7691
B9-110146,1574467200000,1650,"S 40,LARKWOOD to PINE LAKE",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,7692
B9-110147,1574467200000,1653,S 17 at D,NON-INJ H&R,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,7693
B9-110156,1574467200000,1716,"S 27,E to F",NON-INJ,DRIVEWAY,2,0,NO,NO,NO,NO,NO,NO,NO,7694
B9-110163,1574467200000,9999,920 N 48 at HOLLYWOOD BOWL,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,7695
B9-110164,1574467200000,1749,NW 12 at ISAAC,NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,7696
B9-110177,1574467200000,1829,"A,REGENCY to S 70",NON-INJ H&R,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,7697
B9-110243,1574553600000,2116,", to",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,7698
B9-110330,1574553600000,916,"S 40,STONECLIFFE to WILDBRIAR",NON-INJ H&R,REAR END,3,0,NO,NO,NO,NO,NO,YES,NO,7699
B9-110346,1574553600000,1048,"SUMNER,S 41 to S 42",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,7700
B9-110349,1574553600000,1053,"CORNHUSKER,N 14 to YOLANDE",NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,7701
B9-110357,1574553600000,1143,66 at O,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,YES,NO,7702
B9-110360,1574553600000,1202,"S 40,LARKWOOD to PINE LAKE",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,7703
B9-110363,1574553600000,1213,"P,N 28 to N 29",NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,7704
B9-110366,1574553600000,1223,"NEBR HWY,OLD CHENEY to APPLES WAY",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,7705
B9-110372,1574553600000,9999,5353 N 27 at PARKING LOT,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,YES,NO,7706
B9-110392,1574553600000,1345,N 48 at R,INJURY,TURNING,2,1,NO,NO,NO,NO,NO,NO,NO,7707
B9-110400,1574553600000,1445,"O,35 to 37",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,7708
B9-110421,1574553600000,1605,S 10 at L,INJURY,RIGHT ANGLE,2,1,NO,NO,NO,NO,NO,NO,NO,7709
B9-110456,1574553600000,1745,"S 9,A to WASHINGTON",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,YES,NO,7710
B9-110581,1574640000000,820,"S 9,K to L",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,7711
B9-110587,1574640000000,839,"O,40 to 42",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,7712
B9-110598,1574640000000,915,"Q,N 10 to N 11",NON-INJ H&R,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,YES,YES,7713
B9-110645,1574640000000,9999,"ST PAUL,N 39 to N 40",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,7714
B9-110672,1574640000000,1320,S 13 at K,NON-INJ,RIGHT ANGLE,3,0,NO,NO,NO,NO,NO,NO,NO,7715
B9-110673,1574640000000,1230,5001 O at PARKING LOT,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,7716
B9-110685,1574640000000,1402,S 27 at OLD CHENEY,INJURY,TURNING,3,2,NO,NO,NO,NO,NO,YES,NO,7717
B9-110698,1574640000000,1500,"HOLDREGE,N 29 to N 30",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,YES,NO,7718
B9-110703,1574640000000,1507,"N 30,FAIR to POTTER",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,7719
B9-110704,1574640000000,9999,"S 10,H to LINCOLN MALL",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,7720
B9-110706,1574640000000,9999,"S 13 & S 14,HUDSON to STILLWATER",NON-INJ H&R,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,7721
B9-110711,1574640000000,1522,N 14 at Q,INJURY,RIGHT ANGLE,2,1,NO,NO,NO,NO,NO,NO,NO,7722
B9-110712,1574640000000,1523,"NEBR HWY,ROBBERS CAVE RD to ARAPAHOE",NON-INJ,,2,0,NO,NO,NO,NO,NO,YES,NO,7723
B9-110753,1574640000000,1725,"N 27,Q to R",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,7724
B9-110784,1574640000000,1925,"WASHINGTON,S 12 to S 13",NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,YES,NO,7725
B9-110791,1574640000000,1934,"2727 N 11,SCHMICKS to",NON-INJ,,2,0,NO,NO,NO,NO,NO,NO,NO,7726
B9-110814,1574640000000,2100,"T,N 33 to N 32",NON-INJ H&R,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,YES,NO,7727
B9-110845,1574640000000,2358,21 at O,INJURY,RAN OFF ROAD,2,1,NO,NO,NO,NO,NO,NO,NO,7728
B9-110874,1574726400000,350,"BALDWIN,N 37 to N 38",NON-INJ H&R,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,7729
B9-110882,1574726400000,625,N 26 at FAIR,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,7730
B9-110885,1574726400000,623,"I 180,CORNHUSKER to SUPERIOR",INJURY,SIDE SWIPE,2,1,NO,NO,NO,NO,NO,NO,NO,7731
B9-110890,1574726400000,800,"S 8,F to G",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,7732
B9-110903,1574726400000,9999,UNKNOWN at -,NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,7733
B9-108574,1574035200000,1753,"S 48,M to O",NON-INJ,REAR END,3,0,NO,NO,NO,NO,NO,NO,NO,7734
B9-108577,1574035200000,1755,"O,52 to 53",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,7735
B9-108677,1574121600000,655,"Q,N 1 to N 2",NON-INJ,BACKING,2,0,NO,NO,NO,NO,NO,YES,YES,7736
B9-108678,1574121600000,705,"PRAIRIE HILL,DEAD END to PRAIRIE",INJURY,OTHER,1,1,NO,NO,NO,NO,NO,NO,NO,7737
B9-108682,1574121600000,740,"N 48,AYLESWORTH to HOLDREGE",INJURY,,1,1,YES,NO,NO,NO,NO,YES,NO,7738
B9-108684,1574121600000,751,"NEBR HWY,OLD CHENEY to S 56",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,7739
B9-108687,1574121600000,800,SALT CREEK RDWY at N ANTELOPE VALL,NON-INJ H&R,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,7740
B9-108690,1574121600000,805,"S 29,PINE LAKE to PORTER RIDGE",NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,NO,NO,7741
B9-108692,1574121600000,820,"HWY 77,HOLLAND to ALVO RD",NON-INJ,OTHER,1,0,NO,NO,NO,NO,NO,YES,NO,7742
B9-108741,1574121600000,1051,"O,84 to RUSSWOOD PKWY",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,7743
B9-108742,1574121600000,1057,"N 33,HOLDREGE to POTTER",NON-INJ,DRIVEWAY,2,0,NO,NO,NO,NO,NO,NO,NO,7744
B9-108748,1574121600000,1110,N 56 at R,INJURY,RIGHT ANGLE,3,5,NO,NO,NO,NO,NO,NO,NO,7745
B9-108758,1574121600000,1120,N 48 at WILSHIRE,NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,7746
B9-108796,1574121600000,1345,"S ANTELOPE VALL,N to O",INJURY,REAR END,3,1,NO,NO,NO,NO,NO,YES,NO,7747
B9-108806,1574121600000,1412,S 27 at CAPITOL PKWY,INJURY,TURNING,2,1,NO,NO,NO,NO,NO,YES,NO,7748
B9-108865,1574121600000,1625,"4400 O,PARKING LOT to KWIK SHOP",NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,YES,NO,7749
B9-108870,1574121600000,1646,"O,63 to 66",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,7750
B9-108878,1574121600000,1741,S 27 at RANDOLPH,INJURY,TURNING,2,1,NO,NO,NO,NO,NO,YES,NO,7751
B9-108881,1574121600000,1742,"O,48 to 50",INJURY,REAR END,2,1,NO,NO,NO,NO,NO,NO,NO,7752
B9-108884,1574121600000,1750,"S 56,SAYLOR to SOUTH",INJURY,DRIVEWAY,2,1,NO,NO,NO,NO,NO,NO,NO,7753
B9-108889,1574121600000,1800,"NEBR HWY,S 14 to BROWER",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,7754
B9-108900,1574121600000,1836,S 27 at KUCERA,INJURY,REAR END,2,2,NO,NO,NO,NO,NO,NO,NO,7755
B9-108925,1574121600000,2026,"R,N 56 to ORCUTT E",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,7756
B9-108941,1572739200000,9999,UNKNOWN at -,NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,7757
B9-109007,1574208000000,353,N 26 at HOLDREGE,NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,7758
B9-109023,1574208000000,658,S 27 at OLD CHENEY,NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,YES,NO,7759
B9-109033,1574208000000,753,"N 56,HOLDREGE to ORCHARD",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,7760
B9-109034,1574208000000,750,"O,56 to PIAZZA",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,7761
B9-109084,1574208000000,9999,1821 K at PARKING LOT,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,7762
B9-109172,1574208000000,1520,"S 22,FRANKLIN to HARWOOD",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,NO,YES,7763
B9-109173,1574208000000,1550,"S 19,A to B",INJURY H&R,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,7764
B9-109177,1574208000000,1604,"S 56,FRANKLIN to OLDHAM",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,7765
B9-109183,1574208000000,1625,"N 27,CENTER to FAIR",INJURY,RAN OFF ROAD,1,3,NO,NO,NO,NO,NO,NO,NO,7766
B9-109195,1574208000000,1650,"S 48,L to M",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,7767
B9-109199,1574208000000,1650,"O,34 to 35",NON-INJ,REAR END,4,0,NO,NO,NO,NO,NO,YES,NO,7768
B9-109200,1574208000000,1700,"S 56,J to S COTNER",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,7769
B9-109209,1574208000000,1721,"S 56,HIGH to NEERPARK",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,7770
B9-109210,1574208000000,1729,"S 56,OTOE to VAN DORN",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,7771
B9-107083,1573689600000,735,"NEBR HWY,S 33 to S 40",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,7772
B9-109215,1574208000000,1737,"S 56,A to MARGO",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,7773
B9-109221,1574208000000,1752,"S 56,LOWELL to PRESCOTT",INJURY,REAR END,4,1,NO,NO,NO,NO,NO,YES,NO,7774
B9-109225,1574208000000,1757,"SOUTH,S 53 to S 55",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,7775
B9-109230,1574208000000,1805,W 14 at W O,FATAL,OTHER,1,1,YES,NO,NO,NO,NO,NO,NO,7776
B9-109234,1574208000000,1814,"S 48,ANTELOPE CREEK to VAN DORN",NON-INJ,REAR END,3,0,NO,NO,NO,NO,NO,YES,NO,7777
B9-109242,1574208000000,1836,"GOODHUE BLVD,B to C",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,7778
B9-109246,1574208000000,1820,", to",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,NO,NO,7779
B9-109247,1574208000000,1845,"N 48,HOLDREGE to STARR",NON-INJ,DRIVEWAY,2,0,NO,NO,NO,NO,NO,NO,NO,7780
B9-109375,1574294400000,755,"N 84,HOLDREGE to LEXINGTON",NON-INJ,REAR END,3,0,NO,NO,NO,NO,NO,YES,NO,7781
B9-106523,1573516800000,705,NW 48 at W SUPERIOR,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,7782
B9-111552,1574899200000,2005,"N 14,TURTLE CREEK RD to FLETCHER",NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,7783
B9-107611,1573776000000,1750,"N 14,TURTLE CREEK RD to FLETCHER",NON-INJ,OTHER,1,0,NO,NO,NO,NO,NO,NO,NO,7784
B9-106531,1573516800000,801,N 28 at FAIR,INJURY,TURNING,2,1,NO,NO,NO,NO,NO,NO,NO,7785
B9-107621,1573776000000,1827,"S 70,A to SUMNER",NON-INJ,REAR END,4,0,NO,NO,NO,NO,NO,NO,NO,7786
B9-106536,1573516800000,817,S 46 at PIONEERS,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,YES,NO,7787
B9-109402,1574294400000,9999,8800 O at PARKING LOT,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,7788
B9-107085,1573689600000,738,"W BURT,NW 12 to NW GARY",NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,YES,NO,7789
B9-107673,1573776000000,2147,", to",NON-INJ,PARKED,2,0,NO,NO,NO,NO,NO,YES,NO,7790
B9-106539,1573516800000,830,N 56 at FREMONT,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,7791
B9-109407,1574294400000,958,"L,HAVERFORD to S 70",NON-INJ,SIDE SWIPE,2,0,NO,NO,NO,NO,NO,YES,NO,7792
B9-111554,1574899200000,2015,SUN VALLEY at W O,NON-INJ,OTHER,1,0,NO,NO,NO,NO,NO,YES,NO,7793
B9-107088,1573689600000,752,"S 27,BRADFIELD to VAN DORN",INJURY,REAR END,3,1,NO,NO,NO,NO,NO,YES,NO,7794
B9-107683,1573776000000,2220,N 48 at VINE,NON-INJ,RIGHT ANGLE,3,0,NO,NO,NO,NO,NO,NO,NO,7795
B9-106548,1573516800000,905,N 27 at T,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,7796
B9-109414,1574294400000,9999,UNKNOWN at -,NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,7797
B9-111556,1574899200000,2015,"CAPITOL PKWY W,S 9 to S FOLSOM",NON-INJ,OTHER,4,0,NO,NO,NO,NO,NO,YES,NO,7798
B9-107096,1573689600000,814,S 33 at SHERIDAN,NON-INJ,RIGHT ANGLE,2,0,NO,NO,NO,NO,NO,NO,NO,7799
B9-107693,1573776000000,2300,"PINE LAKE,S 20 to RIDGE RD",NON-INJ,RAN OFF ROAD,1,0,NO,NO,NO,NO,NO,NO,NO,7800
B9-106580,1573516800000,1202,"NEBR HWY,S 84 to S 87",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,7801
B9-109421,1574294400000,1034,"CORNHUSKER,N 35 to N 40",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,YES,NO,7802
B9-111558,1574899200000,9999,"N 27,CENTER to THERESA/OVERPASS",INJURY,OTHER,6,4,NO,NO,NO,NO,NO,YES,NO,7803
B9-107118,1573689600000,920,S 56 at SOUTH,INJURY,,1,1,YES,NO,NO,NO,NO,NO,NO,7804
B9-107694,1573776000000,2300,56 at O,INJURY,TURNING,2,2,NO,NO,NO,NO,NO,NO,NO,7805
B9-106585,1573430400000,9999,4700 VINE at -,NON-INJ H&R,,2,0,NO,NO,NO,NO,NO,NO,NO,7806
B9-109471,1574294400000,1356,"SCOTTSDALE LN,S 34 to S 34",NON-INJ,TURNING,2,0,NO,NO,NO,NO,NO,YES,NO,7807
B9-111561,1574899200000,2046,"I 180,CORNHUSKER to R",NON-INJ,REAR END,2,0,NO,NO,NO,NO,NO,NO,NO,7808
B9-107119,1573689600000,935,"N 20,JUDSON to KNOX",NON-INJ H&R,PARKED,2,0,NO,NO,NO,NO,NO,NO,NO,7809
B9-107721,1573862400000,111,O at CENTENNIAL MALL,INJURY,RIGHT ANGLE,2,1,NO,NO,NO,NO,NO,NO,NO,7810
